1833s~74~v-74~escher_h-1781~Escher~Heinrich~PD~Geschichte des Mittelalters bis zum Untergange der Hohenstaufen und Encyklopädie der historischen Wissenschaften als Einleitung~~~4~2
1833s~75~v-75~hottinger_jj~Hottinger~Johann Jakob~EO~Einleitung in die Geschichte der Eidsgenossenschaft~~~3~2
1833s~76~v-76~hottinger_jj~Hottinger~Johann Jakob~EO~Geschichte der Eidsgenossenschaft vom Stanzerverkommniss bis zur Unabhängigkeitserklärung durch den westphälischen Frieden~~~3~2
1833s~77~v-77~gidoni_f~Gidoni~Franz~PD~Cours d'histoire moderne~~~4~2
1833s~78~v-78~hardmeyer_cw~Hardmeyer~Carl Wilhelm~PD~Uebersicht der modernen Kunst und Literatur, ihrer Entstehung und ihres Entwicklungsganges bei den Hauptnationen Europa's mit Hinsicht auf die Kultur- und Staatsgeschichte derselben~~~3~2
1833s~79~v-79~ettmueller_eml~Ettmüller~Ernst Moritz Ludwig~PD~Deutsche Alterthümer~~~2~2
1833s~80~v-80~winkelmann_aw~Winkelmann~August Wilhelm~PD~Encyklopädie und Methodologie der philologischen Wissenschaften~~~2~2
1833s~81~v-81~baiter_jg~Baiter~Johann Georg~PD~Griechische Alterthümer~~~4~2
1833s~82~v-82~baiter_jg~Baiter~Johann Georg~PD~Geschichte der Griechischen Sprache und Grammatik~~~1~2
1833s~83~v-83~winkelmann_aw~Winkelmann~August Wilhelm~PD~Syntax der griechischen Sprache~~~4~2
1833s~84~v-84~sauppe_h~Sauppe~Hermann~PD~Syntax der griechischen Sprache~~~3~2
1833s~85~v-85~mueller_kw~Müller~Karl Wilhelm~PD~Ueber das Studium Homers~~~2~2
1833s~86~v-86~voegelin_as~Vögelin~Anton Salomon~PD~Sophokles, Oedipus auf Kolonos~~~2~2
1833s~87~v-87~baiter_jg~Baiter~Johann Georg~PD~Sophokles, Antigone~~~2~2
1833s~88~v-88~baiter_jg~Baiter~Johann Georg~PD~Lykurgos, Rede gegen den Leokrates~~~3~2
1833s~89~v-89~weiland_c~Weiland~Carl~PD~Erklärung der Bücher Platons vom Staate, mit staatswissenschaftlichen Erläuterungen verbunden~~~4~2
1833s~90~v-90~winkelmann_aw~Winkelmann~August Wilhelm~PD~Erklärung von Plato's Büchern über den Staat~~~2~2
1833s~91~v-91~keller_fl~Keller~Friedrich Ludwig~EO~Erklärung einzelner Reden und rhetorischer Schriften Cicero's aus den Antiquitäten des öffentlichen und Privatrechts~~~3~2
1833s~92~v-92~mueller_kw~Müller~Karl Wilhelm~PD~Tacitus, Annalen~~~4~2
1833s~93~v-93~winkelmann_aw~Winkelmann~August Wilhelm~PD~Iuvenals Satiren~~~2~2
1833s~94~v-94~orelli_jk~Orelli~Johann Kaspar von~EO~Erklärung des Heautontimorumenos des Terentius, nach Faernus Recension~~~3~2
1833s~95~v-95~orelli_jk~Orelli~Johann Kaspar von~EO~Appuleius, Psyche und Amor, mit Rücksicht auf die Mischung der ältern und spätern Latinität~~~3~2
1833s~96~v-96~orelli_jk~Orelli~Johann Kaspar von~EO~Plinius, Briefe, zehntes Buch, kritisch behandelt~~~3~2
1833s~97~v-97~orelli_jk~Orelli~Johann Kaspar von~EO~v. Raumer's Handbuch merkwürdiger Stellen aus den Lat. Geschichtschreibern des Mittelalters, Breslau 1813,~~~3~2
1833s~98~v-98~orelli_jk~Orelli~Johann Kaspar von~EO~Geschichte der römischen Litteratur, mit Rücksicht auf die Leistungen der Kritiker seit Petrarca~~~2~2
1833s~99~v-99~sauppe_h~Sauppe~Hermann~PD~Uebungen im Lateinisch Sprechen und Schreiben~~~3~2
1833s~100~v-100~hitzig_f~Hitzig~Ferdinand~O~Elemente der arabischen Sprache~~~2~2
1833s~101~v-101~ettmueller_eml~Ettmüller~Ernst Moritz Ludwig~PD~Erklärung des Nibelungenliedes nach Lachmann's Ausgabe~~~3~2
1833s~102~v-102~orelli_jk~Orelli~Johann Kaspar von~EO~Spiegazione dell' Orlando furioso di M. Lodovico Ariosto~~~2~2
1833s~103~v-103~daverio_lh~Daverio~Ludwig Herkules~PD~Vorträge über Italiänische Sprache und Literatur~~~4~2
1833s~104~v-104~sangrain_ja~Sangrain~Jakob Anton~PD~Cours de littérature française~~~4~2
1833s~105~v-105~sangrain_ja~Sangrain~Jakob Anton~PD~Cours pratique, théorique et grammatical de la langue française~~~4~2
1833w~1~v-106~hitzig_f~Hitzig~Ferdinand~O~Einleitung in das alte Testament~~3x 9-10~3~4
1833w~2~v-107~hirzel_l~Hirzel~Ludwig~EO~Einleitung in das Neue Testament~~Mo, Mi, Fr 8-9~3~4
1833w~3~v-108~hitzig_f~Hitzig~Ferdinand~O~Erklärung des Propheten Jesajas, nach seinem Commentar (Heidelberg 1833)~~5x 15-16~5~4
1833w~4~v-109~hitzig_f~Hitzig~Ferdinand~O~Erklärung der Propheten Joel und Amos~~2x~~4
1833w~5~v-110~rettig_h~Rettig~Heinrich~O~Synopsis der drei ersten Evangelien~~Mo-Do 5-6~4~4
1833w~6~v-111~usteri_hk~Usteri~Hans Kaspar~PD~Erklärung des Evangeliums Johannis~~3x~~4
1833w~7~v-112~schulthess_j~Schulthess~Johannes~EO~Erklärung des Briefes Pauli an die Römer~~Mo-Do 10-11~4~4
1833w~7a~v-113~schinz_wh~Schinz~Wilhelm Heinrich~PD~Erklärung des Briefes Pauli an die Römer~~3x~~4
1833w~8~v-114~ulrich_m~Ulrich~Melchior~PD~Erklärung der beiden Briefe Pauli an die Corinther~~5x 7-8~5~4
1833w~9~v-115~zimmermann_jh~Zimmermann~Johann Heinrich~PD~Erklärung des zweiten Briefes an die Corinther mit vorherrschend praktischer Beziehung~~~2~4
1833w~10~v-116~schinz_wh~Schinz~Wilhelm Heinrich~PD~Erklärung der beiden Briefe Pauli an die Thessalonicher~öffentlich~1x~1~4
1833w~11~v-117~rettig_h~Rettig~Heinrich~O~Fortsetzung exegetischer Uebungen~~~~4
1833w~12~v-118~schulthess_j~Schulthess~Johannes~EO~Geschichte der Religionen~~2x 10-11~2~4
1833w~13~v-119~rettig_h~Rettig~Heinrich~O~Kirchengeschichte erster Theil~~Mo-Sa 11-12, Fr, Sa 5-6~8~4
1833w~14~v-120~usteri_hk~Usteri~Hans Kaspar~PD~Christliche Archäologie~~2x~~4
1833w~15~v-121~hirzel_l~Hirzel~Ludwig~EO~Biblische Theologie des Neuen Testamentes~~3x 14-15~3~4
1833w~16~v-122~hess_s~Hess~Salomon~EO~Christliche Moral~~5x~~4
1833w~17~v-123~hess_s~Hess~Salomon~EO~Homiletik mit praktischen Uebungen~~5x~~4
1833w~18~v-124~schauberg_j~Schauberg~Joseph~PD~Allgemeine Geschichte und Encyclopädie der Staatswissenschaften~~4x 9-10~4~3
1833w~19~v-125~sartorius_jb~Sartorius~Johann Baptist~PD~Encyclopädie und Methodologie der Rechtswissenschaften~~3x 15-16~3~3
1833w~20~v-126~snell_jw~Snell~Johann Wilhelm~O~Philosophische Rechtslehre~~~~3
1833w~21~v-127~sartorius_jb~Sartorius~Johann Baptist~PD~Allgemeine Staatslehre in ihrer philosophischen Begründung mit Berücksichtigung positiver, namentlich schweizerischer Institute~~5x 5-6~5~3
1833w~22~v-128~snell_jw~Snell~Johann Wilhelm~O~Geschichte und Institutionen des Römischen Rechts~~Mo-Sa 10-11, 2x 14-15~8~3
1833w~23~v-129~bluntschli_jc~Bluntschli~Johann Caspar~EO~Pandecten nach Blume's Grundriss (Halle 1829)~~Mo, Di, Do, Fr 10-12, Mi 14-16~10~3
1833w~24~v-130~bluntschli_jc~Bluntschli~Johann Caspar~EO~Exegetische Uebungen mit steter Berücksichtigung der Vorlesungen über Pandecten~privatissime~Sa 10-12~2~3
1833w~25~v-131~weiland_c~Weiland~Carl~PD~Erklärung der Institutionen des Gajus mit Vergleichung derjenigen des Justinianus und mit Beiziehung der übrigen rechtsgeschichtlichen Quellen~~4x 14-15~4~3
1833w~26~v-132~weiland_c~Weiland~Carl~PD~Exegeticum über Tit. Pand. ad legem Falcidiam~öffentlich~1x~~3
1833w~27~v-133~loew-steinfurth_l~Löw zu Steinfurth~Ludwig von~O~Deutsches Privatrecht mit Ausschluss des Handels-, Wechsel- und Seerechts nach Eichhorn's Lehrbuch~~~6~3
1833w~28~v-134~loew-steinfurth_l~Löw zu Steinfurth~Ludwig von~O~Handels-, Wechsel- und Seerecht nach Martens Lehrbuch~~4x 15-16~4~3
1833w~29~v-135~keller_fl~Keller~Friedrich Ludwig~EO~Zürcherisches Partikularrecht mit Inbegriff des Wechselrechtes und mit Rücksicht auf die übrigen Kantone der deutschen Schweiz. Erste Hälfte~~Mi, Fr 7-9~4~3
1833w~30~v-136~weiland_c~Weiland~Carl~PD~Französisches Privatrecht, in steter Vergleichung mit dem Römischen~~Mo-Sa 16-17~6~3
1833w~31~v-137~schauberg_j~Schauberg~Joseph~PD~Kriminalrecht mit besonderer Rücksicht auf die neuern Strafgesetzgebungen der schweizerischen Kantone~~Mo-Sa 8-9~6~3
1833w~32~v-138~weiland_c~Weiland~Carl~PD~Kirchenrecht zugleich als Geschichte der Gesellschaftsverfassung der christlichen Kirche~~5x 6-7~5~3
1833w~33~v-139~schauberg_j~Schauberg~Joseph~PD~Allgemeines und europäisches Völkerrecht~~4x 14-15~4~3
1833w~34~v-140~escher_h-1789~Escher~Heinrich~EO~Civilprocess nach Martins Lehrbuch~~5x 9-10~5~3
1833w~35~v-141~snell_jw~Snell~Johann Wilhelm~O~Kriminalprocess und Kriminalpracticum~~4x 11-12~4~3
1833w~36~v-142~sartorius_jb~Sartorius~Johann Baptist~PD~Civilprocess-Practicum und Relatorium mit Uebungen im Fache des Anwaltes und Richters~~2x 15-16~2~3
1833w~37~v-143~escher_h-1789~Escher~Heinrich~EO~Politische Oekonomie nach Rau's Lehrbuch der politische Oekonomie~~5x 11-12~5~3
1833w~38~v-144~loew-steinfurth_l~Löw zu Steinfurth~Ludwig von~O~"Deutsche und schweizerische Staats- und Rechtsgeschichte mit Beiziehung auf seine Schrift: ""Geschichte der deutschen Reichs- und Territorialverfassung (Heidelberg 1832)"""~~4x 16-17 oder 5-6~4~3
1833w~39~v-145~loew-steinfurth_l~Löw zu Steinfurth~Ludwig von~O~Deutsche Rechtsalterthümer~öffentlich~1x~~3
1833w~40~v-146~gidoni_f~Gidoni~Franz~PD~Cours de droit public, appliqué aux progrès des sociétés modernes~~Mo, Mi, Fr~~3
1833w~40a~v-147~linz_f~Linz~Ferdinand~PD~Gemeiner deutscher Civilprozess nach Martin~~~6~3
1833w~40b~v-148~linz_f~Linz~Ferdinand~PD~Katholisches und protestantisches Kirchenrecht nach Walters Lehrbuch~~~4~3
1833w~40c~v-149~linz_f~Linz~Ferdinand~PD~Deutsche Reichs- und Staatsgeschichte nach Lindeloff~~~4~3
1833w~40d~v-150~linz_f~Linz~Ferdinand~PD~Examinatorien und Repetitorien in einzelnen Theilen des Rechts~~~~3
1833w~41~v-151~demme_h~Demme~Hermann~EO~Specielle Anatomie~~~6~1
1833w~42~v-152~demme_h~Demme~Hermann~EO~Leitung der Secirübungen~~~2~1
1833w~43~v-153~demme_h~Demme~Hermann~EO~Pathologische Anatomie~~~4~1
1833w~44~v-154~hodes_m~Hodes~Martin~PD~Osteologie und Syndesmologie~~~2~1
1833w~45~v-155~hodes_m~Hodes~Martin~PD~Examinatorien über die gesammte Anatomie und privatissime über einzelne Theile derselben~~~~1
1833w~46~v-156~pommer_cf~Pommer~Christoph Friedrich von~O~Physiologie des Menschen mit vergleichenden Andeutungen dieser Lehre bei Thieren und Pflanzen~~~~1
1833w~47~v-157~loewig_c~Löwig~Carl~EO~Medicinische Chemie~~4x~~1
1833w~48~v-158~finsler_hj~Finsler~Hans Jakob~PD~Pharmacognosie~~5x 14-15~5~1
1833w~49~v-159~finsler_hj~Finsler~Hans Jakob~PD~Medicinische Receptirkunst~~~2~1
1833w~50~v-160~finsler_hj~Finsler~Hans Jakob~PD~Pharmaceutische Chemie~~4x 8-9~4~1
1833w~51~v-161~hess_hr~Hess~Hans Rudolf~PD~Pharmaceutische Chemie~~~4~1
1833w~52~v-162~locher-balber_h~Locher-Balber~Hans~EO~"Praktische Arzneimittellehre, nach ""Vogt's Pharmakodynamik 1832"""~~~5~1
1833w~53~v-163~schinz_cs~Schinz~Christoph Salomon~PD~Praktische Arzneimittellehre~~Mo, Di, Do, Fr 15-16~4~1
1833w~54~v-164~hodes_m~Hodes~Martin~PD~Gerichtliche Medicin~~~4~1
1833w~55~v-165~pommer_cf~Pommer~Christoph Friedrich von~O~Allgemeine Pathologie mit vergleichenden Andeutungen dieser Lehre bei Thieren und Pflanzen~~~~1
1833w~56~v-166~schoenlein_jl~Schönlein~Johann Lukas~O~Specielle Pathologie und Therapie~~~6~1
1833w~57~v-167~schoenlein_jl~Schönlein~Johann Lukas~O~Syphilitische Krankheiten mit praktischen Vorweisungen am Krankenbette~~~2~1
1833w~58~v-168~locher-zwingli_h~Locher-Zwingli~Heinrich~EO~Theoretische Chirurgie~~~5~1
1833w~59~v-169~locher-balber_h~Locher-Balber~Hans~EO~Augen-Heilkunde, nach Beck's Handbuch der Augenheilkunde, 1832~~~3~1
1833w~60~v-170~meyer_hc~Meyer~Hans Conrad~PD~Lehre von den Krankheiten der Gehörorgane~~~2~1
1833w~61~v-171~spoendly_hc~Spöndly~Hans Conrad~EO~Theoretische Geburtshülfe~~~4~1
1833w~62~v-172~locher-zwingli_h~Locher-Zwingli~Heinrich~EO~Uebungen in chirurgischen Operazionen an Leichnamen~~~~1
1833w~63~v-173~spoendly_hc~Spöndly~Hans Conrad~EO~Uebungen in geburtshülflichen Operazionen am Phantome~~~2~1
1833w~64~v-174~schoenlein_jl~Schönlein~Johann Lukas~O~Medicinische Clinik im Kantonshospital~~Mo-Sa 9-10~6~1
1833w~65~v-175~locher-zwingli_h~Locher-Zwingli~Heinrich~EO~Chirurgische Clinik~~Mo-Sa 8-9~6~1
1833w~66~v-176~spoendly_hc~Spöndly~Hans Conrad~EO~Geburtshülfliche Clinik~~~~1
1833w~67~v-177~snell_l~Snell~Ludwig~EO~Geschichte der alten Philosophie, zugleich als Einleitung in das Studium der Philosophie~~~5~2
1833w~68~v-178~bobrik_e~Bobrik~Eduard~O~Dialektik und Rhetorik~privatim~Mo, Di, Do, Fr 15-16~4~2
1833w~69~v-179~bobrik_e~Bobrik~Eduard~O~Psychologie~privatim~Mo, Di, Do, Fr 9-10~4~2
1833w~70~v-180~bobrik_e~Bobrik~Eduard~O~Metaphysik~privatim~Mo, Di, Do, Fr 16-17~4~2
1833w~71~v-181~bobrik_e~Bobrik~Eduard~O~Pädagogik~privatim~Mo, Di, Do, Fr 8-9~4~2
1833w~72~v-182~bobrik_e~Bobrik~Eduard~O~Staatsphilosophie~publice~Mi, Sa 11-12~2~2
1833w~73~v-183~hirzel_b~Hirzel~Bernhard~PD~Sanskrit-Grammatik~~3x~~2
1833w~74~v-184~hirzel_b~Hirzel~Bernhard~PD~Erklärung einzelner Stücke aus indischen Epikern~~3x~~2
1833w~75~v-185~hitzig_f~Hitzig~Ferdinand~O~Elemente der arabischen Sprache~publice~2x~~2
1833w~76~v-186~hirzel_b~Hirzel~Bernhard~PD~Chaldäische Grammatik~~2x~~2
1833w~77~v-187~winkelmann_aw~Winkelmann~August Wilhelm~PD~Erklärung des eilften Buches der Ilias~~Mo-Mi 7-8~3~2
1833w~78~v-188~voegelin_as~Vögelin~Anton Salomon~PD~Aeschylus, Prometheus oder andere auserlesene Stücke griechischer Dramatiker~~~2~2
1833w~79~v-189~baiter_jg~Baiter~Johann Georg~EO~Sophocles, Aiax~~Mi, Fr 7-8~2~2
1833w~80~v-190~mueller_kw~Müller~Karl Wilhelm~PD~Aristophanes, Plutus, mit einem Vortrage über das Theater der Alten~~Mo, Do, Fr 9-10~3~2
1833w~81~v-191~winkelmann_aw~Winkelmann~August Wilhelm~PD~Platon's Euthydemus, nebst einer Einleitung in das Studium Platon's~~Do-Sa 7-8~3~2
1833w~82~v-192~sauppe_h~Sauppe~Hermann~PD~Platon's Phädrus und Symposion~~Mo, Do 14-15~2~2
1833w~83~v-193~baiter_jg~Baiter~Johann Georg~EO~Demosthenes, Rede für die Krone~~Mo, Di, Do 7-8~3~2
1833w~84~v-194~orelli_jk~Orelli~Johann Kaspar von~EO~Aristoteles, Poetik, nach Bekker's Ausgabe~~Di, Mi 11-12~2~2
1833w~85~v-195~orelli_jk~Orelli~Johann Kaspar von~EO~Geschichte der lateinischen Literatur~~Di, Mi 16-17~2~2
1833w~86~v-196~orelli_jk~Orelli~Johann Kaspar von~EO~Satyren des Horatius~~Mo, Do 11-12~2~2
1833w~87~v-197~mueller_kw~Müller~Karl Wilhelm~PD~Ueber die satyrische Poesie der Römer, verbunden mit Erklärung der Satyren des Persius~~Mo, Mi, Fr 8-9~3~2
1833w~88~v-198~keller_fl~Keller~Friedrich Ludwig~EO~Ueber ausgewählte Kapitel von Gellius, mit vorzüglicher Hinsicht auf die Antiquitäten des öffentlichen und Privat-Rechts~~Mo, Di, Do, Sa 7-8~4~2
1833w~89~v-199~weiland_c~Weiland~Carl~PD~Cicero, de legibus und de republica~~4x~~2
1833w~90~v-200~weiland_c~Weiland~Carl~PD~Erklärung der auf das Staats- und Privatrecht bezüglichen Stellen Cicero's~privatissime~~~2
1833w~91~v-201~loew-steinfurth_l~Löw zu Steinfurth~Ludwig von~O~Erklärung der Germania des Tacitus~~2x 15-16~2~2
1833w~92~v-202~meyer_jh~Meyer~Johann Heinrich~PD~Erklärung des Quintilianus~~~3~2
1833w~93~v-203~sauppe_h~Sauppe~Hermann~PD~Uebungen im Lateinisch-Schreiben und Sprechen~~Mo, Fr 15-16~2~2
1833w~94~v-204~mueller_kw~Müller~Karl Wilhelm~PD~Geschichte der Kunst~~Mo, Di, Do, Fr 10-11~4~2
1833w~95~v-205~ettmueller_eml~Ettmüller~Ernst Moritz Ludwig~PD~Geschichte der deutschen Literatur~~Mo, Di, Do, Sa 14-15~4~2
