id_dozent~id_fakultaet~nachname~vorname~geboren~gestorben~pnd~wikipedia~gagliardi~dekanat~rektor
furrer_k~4~Furrer~Konrad~1838~1908~116877669~~UZV: 958, Nr. 36~Dekan: 1900~
gastell_j~2~Gastell~Joseph~1822~1880~122241622~~UZV: 996, Nr. 83~~
gauchat_l~2~Gauchat~Louis~1866~1942~118716522~https://de.wikipedia.org/wiki/Louis_Gauchat~UZV: 982, Nr. 41~~
gaule_j~1~Gaule~Justus~1849~1939~116467274~http://histvv.uni-leipzig.de/dozenten/gaule_j.html~UZV: 968, Nr. 38~Dekan: 1892-1893/94~
geib_g~3~Geib~Gustav~1808~1864~116494352~https://de.wikipedia.org/wiki/Karl_Gustav_Geib~UZV: 960, Nr. 7~Dekan: 1840/41-1841; 1848-1849/50~
gidoni_f~2~Gidoni~Franz~1790~1862~~~UZV: 986, Nr. 107~~
giesker_jch~1~Giesker~Johann Conrad Heinrich~1808~1858~100606008~https://de.wikipedia.org/wiki/Heinrich_Giesker~UZV: 970, Nr. 75~~
glogau_g~2~Glogau~Gustav~1844~1895~116666781~~UZV: 987, Nr. 133~~
goldschmidt_h~2~Goldschmidt~Heinrich~1857~1937~11675639X~https://de.wikipedia.org/wiki/Heinrich_Jacob_Goldschmidt~UZV: 997, Nr. 110~~
goldstein_j~3~Goldstein~Joseph~1869~~~~UZV: 965, Nr. 90~~
goll_f~1~Goll~Friedrich~1829~1903~136048080~https://de.wikipedia.org/wiki/Friedrich_Goll_(Neuroanatom)~UZV: 971, Nr. 80~~
graeffe_kh~2~Gräffe~Karl Heinrich~1799~1873~122719565~https://de.wikipedia.org/wiki/Karl_Heinrich_Gräffe~UZV: 994, Nr. 54~~
granier_a~2~Granier~Adolf~1804~~~~UZV: 986, Nr. 111~~
gretillat_a~2~Gretillat~August~1846~~159096928~~UZV: 997, Nr. 106~~
griesinger_w~1~Griesinger~Wilhelm~1817~1868~11854215X~https://de.wikipedia.org/wiki/Wilhelm_Griesinger~UZV: 967, Nr. 14~Dekan: 1862-1863/64~
groeber_g~2~Gröber~Gustav~1844~1911~119126796~https://de.wikipedia.org/wiki/Gustav_Gröber~UZV: 984, Nr. 71~~
grubenmann_u~2~Grubenmann~Ulrich~1850~1924~116886986~~UZV: 993, Nr. 22~Dekan: 1896-1897/98~
gruber_nx~2~Gruber~Nikolaus Xaver~1807~1876~~~UZV: 986, Nr. 112~~
gsell-fels_t~2~Gsell-Fels~Theodor~1818~1898~116903341~https://de.wikipedia.org/wiki/Theodor_Gsell_Fels~UZV: 987, Nr. 128~~
gubler_e~2~Gubler~Eduard~1845~1921~~~UZV: 998, Nr. 128~~
gudden_b~1~Gudden~Bernhard~1824~1886~118825224~https://de.wikipedia.org/wiki/Bernhard_von_Gudden~UZV: 967, Nr. 23~~
guggenheim_m~2~Guggenheim~Moritz~1858~1908~~~UZV: 987, Nr. 140~~
gusserow_als~1~Gusserow~Adolf Ludwig Sigismund~1836~1906~119130890~https://de.wikipedia.org/wiki/Adolf_Gusserow~UZV: 967, Nr. 20~~Rektor: 1870-1871/72
gysi_a~5~Gysi~Alfred~1865~1957~119237148~https://de.wikipedia.org/wiki/Alfred_Gysi~UZV: 978, Nr. 6~~
haab_o~1~Haab~Otto~1850~1931~118800256~https://de.wikipedia.org/wiki/Otto_Haab~UZV: 968, Nr. 37~Dekan: 1894-1895/96~
haag_f~2~Haag~Friedrich~1846~1914~~~UZV: 987, Nr. 130~~
haene_j~2~Häne~Johannes~1862~1931~12674467X~~UZV: 988, Nr. 156~~
haering_t~4~Haering~Theodor~1848~1928~11870026X~https://de.wikipedia.org/wiki/Theodor_von_Haering~UZV: 957, Nr. 15~Dekan: 1888-1889~
hanau_a~1~Hanau~Arthur~1858~1900~136951023~~UZV: 973, Nr. 123~~
hardmeyer_cw~2~Hardmeyer~Carl Wilhelm~1803~1847~104105550~~UZV: 986, Nr. 106~~
hartmann_o~2~Hartmann~Otto~1858~1908~~~UZV: 988, Nr. 141~~
hasse_ke~1~Hasse~Karl Ewald~1810~1902~119135809~https://de.wikipedia.org/wiki/Karl_Ewald_Hasse~UZV: 967, Nr. 7~Dekan: 1850-1851~Rektor: 1846-1847/48
heer_o~2~Heer~Oswald~1809~1883~11656508X~https://de.wikipedia.org/wiki/Oswald_Heer~UZV: 991, Nr. 4~Dekan: 1845/46-1846/47; 1862-1863/64; 1868-1869/70~
heidenheim_m~4~Heidenheim~Moritz~1824~1898~116604999~https://de.wikipedia.org/wiki/Moritz_Heidenheim~UZV: 959, Nr. 47~~
heierli_j~2~Heierli~Jakob~1853~1912~101193343~http://www.hls-dhs-dss.ch/textes/d/D9584.php~UZV: 999, Nr. 149~~
heim_a~2~Heim~Albert~1849~1937~118773658~https://de.wikipedia.org/wiki/Albert_Heim~UZV: 992, Nr. 19~Dekan: 1888-1889/90~
held_k~4~Held~Karl~1830~1870~117513970~~UZV: 959, Nr. 45~~
henle_j~1~Henle~Jakob~1809~1885~118549154~https://de.wikipedia.org/wiki/Jakob_Henle~UZV: 966, Nr. 4~~
henne-rhyn_o~2~Henne-am Rhyn~Otto~1828~1914~120474808~~UZV: 987, Nr. 136~~
herkner_h~3~Herkner~Heinrich~1863~1932~119216914~https://de.wikipedia.org/wiki/Heinrich_Herkner~UZV: 962, Nr. 38~~
hermann_l~1~Hermann~Ludimar~1838~1914~118896512~https://de.wikipedia.org/wiki/Ludimar_Hermann~UZV: 967, Nr. 22~Dekan: 1874-1875/76~Rektor: 1878-1879/80
hescheler_k~2~Hescheler~Karl~1868~1940~116763698~~UZV: 993, Nr. 29~~
hess_hr~1~Hess~Hans Rudolf~1803~1866~~~UZV: 972, Nr. 104~~
hess_s~4~Hess~Salomon~1789~1852~143485679~~UZV: 958, Nr. 32~~
heuscher_j~2~Heuscher~Johann~1858~1912~116783044~~UZV: 979, Nr. 10~~
heusser_jc~2~Heusser~Jacob Christian~1826~1909~116784784~https://de.wikipedia.org/wiki/Jakob_Christian_Heusser~UZV: 996, Nr. 86~~
hildebrand_b~3~Hildebrand~Bruno~1812~1878~118550942~https://de.wikipedia.org/wiki/Bruno_Hildebrand~UZV: 960, Nr. 9~Dekan: 1852-1853/54~
hillebrand_jh~3~Hillebrand~Julius Hubert~1819~1868~102012717~~UZV: 961, Nr. 15~Dekan: 1864-1865/66~
hirzel_b~2~Hirzel~Bernhard~1807~1847~11691615X~https://de.wikipedia.org/wiki/Bernhard_Hirzel~UZV: 986, Nr. 108~~
hirzel_l~4~Hirzel~Ludwig~1801~1841~116916583~~UZV: 958, Nr. 31~Dekan: 1837/38-1839~
hitzig_e~1~Hitzig~Eduard~1838~1907~116917423~https://de.wikipedia.org/wiki/Eduard_Hitzig_(Psychiater)~UZV: 968, Nr. 29~~
hitzig_f~4~Hitzig~Ferdinand~1807~1875~116917482~https://de.wikipedia.org/wiki/Ferdinand_Hitzig~UZV: 957, Nr. 2~Dekan: 1835-1837; 1845-1846/47; 1855-1856/57~Rektor: 1842-1843/44; 1858-1859/60
hitzig_h~2~Hitzig~Hermann~1843~1918~116917563~https://de.wikipedia.org/wiki/Hermann_Hitzig~UZV: 981, Nr. 26~Dekan: 1890-1891/92~
hitzig_hf~3~Hitzig~Hermann Ferdinand~1868~1911~11691758X~https://de.wikipedia.org/wiki/Hermann_Ferdinand_Hitzig~UZV: 962, Nr. 37~Dekan: 1898-1899/00~
hitzig_t~1~Hitzig~Theodor~1869~1930~159106974~~UZV: 973, Nr. 134~~
hodes_m~1~Hodes~Martin~1798~1870~116922559~~UZV: 970, Nr. 73~Dekan: 1844-1845/46~
hoeber_r~1~Höber~Rudolf~1873~1953~116922788~https://de.wikipedia.org/wiki/Rudolf_Höber~UZV: 973, Nr. 135~~
hoelder_e~3~Hölder~Eduard~1847~1911~116926848~https://de.wikipedia.org/wiki/Eduard_Hölder~UZV: 961, Nr. 25~~
hoffmann-krayer_e~2~Hoffmann-Krayer~Eduard~1864~1936~118774689~https://de.wikipedia.org/wiki/Eduard_Hoffmann-Krayer~UZV: 988, Nr. 146~~
hofmeister_rh~2~Hofmeister~Rudolf Heinrich~1814~1887~~~UZV: 995, Nr. 58~~
honegger_jj~2~Honegger~Johann Jacob~1825~1896~104285982~https://de.wikipedia.org/wiki/Johann_Jakob_Honegger~UZV: 984, Nr. 73~~
